    61/50000: episode: 1, duration: 4.258s, episode steps: 61, steps per second: 14, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.508 [0.000, 1.000], mean observation: -0.032 [-1.543, 1.146], loss: 0.426877, mean_absolute_error: 0.502965, mean_q: 0.178553\
 43717/50000: episode: 289, duration: 0.670s, episode steps: 200, steps per second: 299, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.038 [-0.721, 0.738], loss: 7.970623, mean_absolute_error: 38.002411, mean_q: 76.397484\
 43917/50000: episode: 290, duration: 0.716s, episode steps: 200, steps per second: 280, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.017 [-1.029, 0.835], loss: 4.728464, mean_absolute_error: 37.463837, mean_q: 75.386986\
 44117/50000: episode: 291, duration: 0.546s, episode steps: 200, steps per second: 366, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.001 [-0.931, 0.865], loss: 5.516477, mean_absolute_error: 38.021797, mean_q: 76.509758\
 44317/50000: episode: 292, duration: 0.541s, episode steps: 200, steps per second: 370, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.475 [0.000, 1.000], mean observation: -0.284 [-2.083, 1.206], loss: 5.290608, mean_absolute_error: 37.729404, mean_q: 75.979736\
 44517/50000: episode: 293, duration: 0.572s, episode steps: 200, steps per second: 350, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.005 [-1.031, 0.866], loss: 4.792445, mean_absolute_error: 37.634651, mean_q: 75.645920\
 44717/50000: episode: 294, duration: 0.585s, episode steps: 200, steps per second: 342, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: 0.064 [-0.751, 0.743], loss: 6.299997, mean_absolute_error: 37.955742, mean_q: 76.192436\
 44886/50000: episode: 295, duration: 0.468s, episode steps: 169, steps per second: 361, episode reward: 169.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.456 [0.000, 1.000], mean observation: -0.380 [-2.807, 1.288], loss: 5.661328, mean_absolute_error: 38.050884, mean_q: 76.575027\
 45086/50000: episode: 296, duration: 0.565s, episode steps: 200, steps per second: 354, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: 0.050 [-1.047, 0.964], loss: 5.705646, mean_absolute_error: 37.901890, mean_q: 76.242546\
 45286/50000: episode: 297, duration: 0.527s, episode steps: 200, steps per second: 380, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: 0.012 [-1.128, 0.894], loss: 7.103553, mean_absolute_error: 37.553242, mean_q: 75.489754\
 45486/50000: episode: 298, duration: 0.608s, episode steps: 200, steps per second: 329, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.130 [-0.883, 1.173], loss: 7.599038, mean_absolute_error: 37.751781, mean_q: 75.860542\
 45686/50000: episode: 299, duration: 0.601s, episode steps: 200, steps per second: 333, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.104 [-0.757, 0.969], loss: 6.043060, mean_absolute_error: 37.882809, mean_q: 76.189728\
 45886/50000: episode: 300, duration: 0.478s, episode steps: 200, steps per second: 419, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: 0.079 [-0.721, 0.798], loss: 6.204039, mean_absolute_error: 38.077259, mean_q: 76.593697\
 46086/50000: episode: 301, duration: 0.530s, episode steps: 200, steps per second: 377, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.011 [-1.216, 0.863], loss: 5.685246, mean_absolute_error: 38.055576, mean_q: 76.484955\
 46281/50000: episode: 302, duration: 0.516s, episode steps: 195, steps per second: 378, episode reward: 195.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.472 [0.000, 1.000], mean observation: -0.319 [-2.419, 1.070], loss: 5.713439, mean_absolute_error: 37.313740, mean_q: 74.945244\
 46462/50000: episode: 303, duration: 0.454s, episode steps: 181, steps per second: 398, episode reward: 181.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.470 [0.000, 1.000], mean observation: -0.352 [-2.413, 0.926], loss: 5.765983, mean_absolute_error: 37.940205, mean_q: 76.312195\
 46662/50000: episode: 304, duration: 0.533s, episode steps: 200, steps per second: 375, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.480 [0.000, 1.000], mean observation: -0.133 [-2.011, 1.138], loss: 7.866326, mean_absolute_error: 37.498295, mean_q: 75.314445\
 46862/50000: episode: 305, duration: 0.538s, episode steps: 200, steps per second: 372, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.480 [0.000, 1.000], mean observation: -0.113 [-1.691, 1.085], loss: 5.369137, mean_absolute_error: 37.873306, mean_q: 76.061371\
 47062/50000: episode: 306, duration: 0.488s, episode steps: 200, steps per second: 410, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.515 [0.000, 1.000], mean observation: 0.284 [-1.033, 1.963], loss: 7.535915, mean_absolute_error: 37.664135, mean_q: 75.595123\
 47262/50000: episode: 307, duration: 0.534s, episode steps: 200, steps per second: 374, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.001 [-1.178, 1.011], loss: 4.524363, mean_absolute_error: 37.671749, mean_q: 75.672562\
 47432/50000: episode: 308, duration: 0.432s, episode steps: 170, steps per second: 394, episode reward: 170.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.465 [0.000, 1.000], mean observation: -0.365 [-2.406, 1.164], loss: 6.503134, mean_absolute_error: 37.389900, mean_q: 75.023567\
 47632/50000: episode: 309, duration: 0.486s, episode steps: 200, steps per second: 411, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.161 [-0.831, 1.159], loss: 6.070297, mean_absolute_error: 37.394421, mean_q: 74.998787\
 47819/50000: episode: 310, duration: 0.457s, episode steps: 187, steps per second: 409, episode reward: 187.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.492 [0.000, 1.000], mean observation: -0.070 [-1.173, 0.909], loss: 6.946117, mean_absolute_error: 37.171856, mean_q: 74.635170\
 48019/50000: episode: 311, duration: 0.492s, episode steps: 200, steps per second: 406, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: 0.061 [-0.878, 0.792], loss: 4.955372, mean_absolute_error: 37.357666, mean_q: 75.064766\
 48219/50000: episode: 312, duration: 0.497s, episode steps: 200, steps per second: 402, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.485 [0.000, 1.000], mean observation: -0.158 [-1.640, 1.083], loss: 9.692246, mean_absolute_error: 36.921383, mean_q: 74.098419\
 48419/50000: episode: 313, duration: 0.501s, episode steps: 200, steps per second: 399, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: -0.116 [-1.320, 0.986], loss: 5.387401, mean_absolute_error: 36.950157, mean_q: 74.375099\
 48619/50000: episode: 314, duration: 0.488s, episode steps: 200, steps per second: 410, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: 0.089 [-1.058, 0.992], loss: 5.611753, mean_absolute_error: 37.219994, mean_q: 74.801704\
 48819/50000: episode: 315, duration: 0.497s, episode steps: 200, steps per second: 403, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.520 [0.000, 1.000], mean observation: 0.211 [-1.578, 1.709], loss: 8.642712, mean_absolute_error: 37.260040, mean_q: 74.701683\
 49019/50000: episode: 316, duration: 0.511s, episode steps: 200, steps per second: 392, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: 0.065 [-0.922, 1.077], loss: 5.825101, mean_absolute_error: 36.950211, mean_q: 74.145302\
 49149/50000: episode: 317, duration: 0.322s, episode steps: 130, steps per second: 403, episode reward: 130.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.446 [0.000, 1.000], mean observation: -0.457 [-2.609, 1.198], loss: 4.663023, mean_absolute_error: 37.177425, mean_q: 74.692009\
 49349/50000: episode: 318, duration: 0.492s, episode steps: 200, steps per second: 407, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.011 [-1.155, 0.930], loss: 6.481577, mean_absolute_error: 36.906357, mean_q: 74.051620\
 49549/50000: episode: 319, duration: 0.502s, episode steps: 200, steps per second: 399, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.026 [-1.089, 1.016], loss: 5.382028, mean_absolute_error: 36.928429, mean_q: 74.071068\
 49715/50000: episode: 320, duration: 0.418s, episode steps: 166, steps per second: 397, episode reward: 166.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.458 [0.000, 1.000], mean observation: -0.365 [-2.761, 1.089], loss: 5.654311, mean_absolute_error: 37.009205, mean_q: 74.245308\
 49915/50000: episode: 321, duration: 0.508s, episode steps: 200, steps per second: 393, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: 0.044 [-1.000, 0.853], loss: 5.921222, mean_absolute_error: 36.830116, mean_q: 73.814018\
